"antiguedad_deuda","deuda_total","mujer","edad","region_bogota","propuesta_cuotas","propuesta_descuento","estrategia_agresiva","origen_deudor","estado_civil","tiene_propiedades","producto_origen_deuda","beneficiario_subsidios","helado_favorito","mes","ingreso","con_acuerdo"
769,35366835.4022317,0,43.150213633758,0,12,0.0308795311488211,1,"Colombia","casado/a",0,"otro",1,"chocolate",12,4712023.86433347,0
1206,82722126.2626816,0,36.5112351551046,1,10,0.456888100365177,1,"Colombia","union libre",0,"libre inversion",0,"No le gusta el helado",7,5177162.81131294,0
401,16404963.120399,0,37.4841324887895,0,10,0.0970427531283349,1,"Colombia","casado/a",0,"libre inversion",0,"otro",5,4354212.68883749,1
1067,14253467.1069123,0,18,0,2,0.436220909887925,0,"Colombia","union libre",0,"credito vehiculo",0,"No le gusta el helado",11,2756346.61553585,0
1028,55536051.2937885,1,30.4265927580207,1,2,0.0224347713869065,0,"Colombia","casado/a",0,"credito vehiculo",0,"otro",5,3413936.23830473,0
1284,2436380.88090811,0,43.6192174704019,0,2,0.14013755293563,0,"Colombia","union libre",0,"otro",0,"otro",11,3995853.07813918,0
821,6790444.15131211,1,35.8607919525277,0,8,0.0794486972037703,0,"Colombia","soltero/a",0,"otro",0,"otro",12,2508986.53671804,0
1013,70294558.5957728,1,24.6409873418413,0,11,0.560242372378707,0,"Colombia","soltero/a",0,"otro",0,"No le gusta el helado",12,1560084.72071327,0
635,84266960.9205332,0,26.8537972612752,1,10,0.566211571265012,1,"Colombia","casado/a",1,"libre inversion",0,"No le gusta el helado",7,5943671.95565026,0
298,19361888.8346711,1,30.2757213808491,1,1,0.498843152169138,1,"Colombia","soltero/a",0,"libre inversion",0,"ron con pasas",11,4471611.4782369,0
1265,58221875.2799788,0,53.0359452489679,0,1,0.131330689229071,1,"Colombia","casado/a",0,"otro",0,"chocolate",9,4035966.97971295,0
511,30425920.149358,1,33.4734851057319,1,9,0.572293075220659,0,"Colombia","soltero/a",0,"libre inversion",0,"No le gusta el helado",5,4300524.21116596,0
871,86028063.7531774,1,29.5197490299367,0,8,0.153529395628721,0,"Colombia","soltero/a",0,"credito vehiculo",0,"fresa",9,1855359.96759409,0
309,73711553.889513,0,18,1,5,0.414553782111034,0,"Colombia","union libre",0,"libre inversion",1,"fresa",11,4823149.07504458,0
1163,66858604.3580202,1,18.8340978795597,0,7,0.100356083130464,1,"Colombia","union libre",0,"tarjeta credito",0,"fresa",2,1052824.28579929,0
552,20743102.5333004,1,45.3891273487335,0,1,0.436624936200678,0,"Colombia","casado/a",0,"credito vehiculo",0,"No le gusta el helado",11,3465165.58895227,0
1096,4974072.24043272,0,27.7646262482687,0,2,0.463456181483343,1,"Colombia","casado/a",0,"otro",0,"chocolate",5,2681473.45462083,0
493,33557518.2113098,1,48.7802245051394,1,2,0.219036988494918,1,"Colombia","casado/a",0,"libre inversion",0,"ron con pasas",9,4910164.75880761,0
436,66958118.530456,0,32.2026261833016,1,4,0.450650523835793,0,"Colombia","soltero/a",0,"tarjeta credito",0,"ron con pasas",4,5122582.08114253,0
785,84075406.8674985,1,18,1,12,0.338367547374219,1,"Colombia","soltero/a",1,"credito vehiculo",0,"fresa",5,3999269.0467065,0
495,60883006.5327231,0,53.6404829960603,0,10,0.541562757035717,0,"Colombia","casado/a",0,"credito vehiculo",0,"otro",7,3984910.6895292,0
392,63390918.2672622,1,25.7989202006261,0,12,0.555160881299525,1,"Colombia","casado/a",0,"credito vehiculo",0,"ron con pasas",4,1813301.11278291,0
787,76423423.8399658,1,30.6959317774395,1,4,0.504714509937912,1,"Colombia","casado/a",0,"credito vehiculo",0,"ron con pasas",3,3925874.11402248,0
838,63818557.958887,1,35.8153111330808,0,8,0.407942521898076,0,"Colombia","soltero/a",0,"tarjeta credito",0,"No le gusta el helado",12,3601985.60888162,0
331,77419771.3796748,0,33.9785953074967,0,1,0.191834363574162,1,"Colombia","casado/a",0,"tarjeta credito",0,"otro",4,3865540.98991291,0
480,40606924.1587305,0,22.0913251477662,1,4,0.377728676609695,0,"Colombia","soltero/a",0,"libre inversion",1,"otro",7,5243934.38862903,0
1020,61188177.7878385,1,22.1600269658349,0,7,0.429698849609122,0,"Colombia","soltero/a",0,"libre inversion",0,"chocolate",6,1122243.61439871,0
1305,12289188.1320393,1,46.8626418899575,0,11,0.405881010973826,0,"Colombia","casado/a",0,"otro",0,"otro",4,2803432.88890409,0
297,66492883.7877698,0,28.9784134753203,0,8,0.398392202937976,0,"Colombia","union libre",0,"tarjeta credito",0,"chocolate",1,3969783.87258782,0
1073,6891542.71844309,1,42.0374760014349,0,2,0.221572619117796,0,"Colombia","union libre",0,"libre inversion",0,"fresa",7,2459627.52946896,0
1289,25919286.2086929,0,49.5159246163154,0,2,0.565210884483531,0,"Colombia","casado/a",0,"tarjeta credito",0,"fresa",8,3601548.94785832,0
1138,37575135.6187742,0,28.3770842665916,0,8,0.0761433927342296,0,"Colombia","soltero/a",1,"libre inversion",0,"otro",4,3503431.90197988,0
541,84959167.246311,1,28.9913579162881,0,7,0.356960604619235,1,"Colombia","union libre",0,"tarjeta credito",0,"otro",4,1958111.76632727,0
940,87981219.7063817,1,18.0603286606194,0,3,0.271378988726065,0,"Colombia","soltero/a",0,"tarjeta credito",0,"chocolate",11,690423.614057564,0
1295,4363012.73424178,1,51.1489505297429,0,9,0.374495502747595,0,"Colombia","soltero/a",0,"libre inversion",0,"No le gusta el helado",9,3289739.45385207,0
1296,53266544.948006,0,28.5722410450824,0,5,0.133050340041518,1,"Colombia","casado/a",1,"tarjeta credito",0,"chocolate",5,2895343.3634478,0
578,3574040.43702409,1,31.7873758723441,1,5,0.175897268392146,0,"Colombia","union libre",0,"otro",1,"chocolate",1,3573760.25014804,0
487,51266555.6659224,0,23.4063841873712,0,8,0.147138538397849,1,"Colombia","casado/a",0,"otro",0,"otro",10,3593266.70325401,0
374,9652046.26712948,1,41.3066443541147,1,3,0.329285115329549,0,"Colombia","soltero/a",0,"tarjeta credito",0,"chocolate",5,5429722.80572648,0
557,57058909.2641138,0,48.6932959661175,0,2,0.0103964414913207,0,"Colombia","union libre",0,"credito vehiculo",0,"chocolate",6,4195079.39837025,0
777,73828513.4561593,1,36.9327932986103,0,2,0.498077470483258,0,"Colombia","casado/a",0,"credito vehiculo",0,"chocolate",11,3342024.3311155,0
1261,32088712.1769832,1,31.5956167717024,1,3,0.574504942819476,1,"Colombia","soltero/a",0,"libre inversion",1,"otro",1,4349373.38063576,0
778,12837945.4358015,0,20.808566603034,1,11,0.559313182253391,0,"Colombia","union libre",1,"libre inversion",0,"otro",10,4897691.16805136,0
481,8112055.0142834,0,47.6709593270678,1,4,0.56069951467216,1,"Colombia","soltero/a",1,"libre inversion",0,"otro",9,6381728.02698895,1
234,32124499.3037079,0,40.8776431821864,0,11,0.469839093228802,1,"Colombia","union libre",0,"libre inversion",0,"No le gusta el helado",10,4116037.91213229,1
669,89667816.0123294,0,34.6516914483492,0,10,0.204629873950034,0,"Colombia","soltero/a",0,"credito vehiculo",0,"otro",11,3740206.12478677,0
1179,48387521.0386701,0,45.2369312477665,1,11,0.421485548280179,0,"Colombia","union libre",1,"credito vehiculo",0,"otro",2,6129452.78451589,0
586,30828456.6013142,1,46.0373771903479,1,3,0.0573635620996356,0,"Colombia","union libre",0,"otro",0,"otro",12,4910637.33788058,0
334,28898306.7337191,1,31.0711553235407,1,1,0.428833182016388,1,"Colombia","union libre",1,"tarjeta credito",0,"No le gusta el helado",9,4274101.62588833,0
618,34991625.5786084,0,24.5809231435114,1,7,0.532483476726338,1,"Colombia","soltero/a",0,"tarjeta credito",0,"chocolate",6,5445403.48069645,0
919,2552484.93582476,0,43.187767409899,1,6,0.337375034904107,0,"Colombia","casado/a",1,"credito vehiculo",0,"otro",4,5899899.75734941,0
636,4155635.31350344,1,40.8922954376675,0,1,0.260914162080735,0,"Colombia","union libre",0,"credito vehiculo",0,"ron con pasas",12,2269981.75902224,0
987,79175534.4989011,1,30.7381580896278,0,8,0.206141799828038,0,"Colombia","union libre",1,"credito vehiculo",0,"No le gusta el helado",4,2919405.23978257,0
987,36723904.5181079,1,61.8087570443616,0,12,0.248792694602162,0,"Colombia","soltero/a",0,"otro",0,"otro",2,1705182.38197663,0
829,42721853.7101755,0,18,1,12,0.318051543692127,0,"Colombia","soltero/a",1,"libre inversion",0,"No le gusta el helado",11,4236497.41296537,0
683,36748183.0526842,0,34.9308262789528,1,3,0.440330335590988,0,"Colombia","soltero/a",1,"otro",0,"chocolate",9,5334505.13492718,0
710,63456228.1310325,0,44.679635448256,1,1,0.0687358228024095,0,"Colombia","casado/a",0,"otro",0,"No le gusta el helado",1,5441252.11125164,0
539,36465553.8543127,1,47.5999449775445,0,4,0.554031552979723,1,"Colombia","union libre",1,"tarjeta credito",0,"otro",4,3231337.64984246,0
857,45624486.5535758,1,43.2946825761926,0,9,0.212881956109777,1,"Colombia","union libre",1,"otro",0,"No le gusta el helado",3,3358946.09365999,0
1245,4194361.18598096,0,36.2609774929074,1,2,0.11229878696613,1,"Colombia","casado/a",0,"tarjeta credito",0,"fresa",12,6251106.31357004,1
347,27449637.9713528,1,41.7057244371157,0,9,0.445755338156596,1,"Colombia","union libre",0,"otro",0,"fresa",12,2860871.67405025,0
666,86689220.5774086,0,39.7394403675155,1,11,0.301304755685851,0,"Colombia","casado/a",1,"tarjeta credito",0,"fresa",8,5663372.18784201,0
427,84217134.2030168,0,34.7671476591353,0,1,0.438831591513008,0,"Colombia","union libre",0,"credito vehiculo",0,"No le gusta el helado",6,3688713.34074862,0
682,86533936.7033215,0,27.5448628501979,0,11,0.26958825699985,0,"Colombia","union libre",0,"credito vehiculo",0,"chocolate",3,4339727.23611557,0
335,71520246.9460666,1,45.3380695011914,0,12,0.196432302379981,0,"Colombia","casado/a",0,"libre inversion",0,"fresa",4,2628214.8666499,0
718,68150647.8817435,1,32.0143765956632,0,3,0.0162444541230798,0,"Colombia","soltero/a",0,"otro",0,"fresa",9,2571179.92729743,0
1283,6777626.74384285,1,32.4976585023249,0,2,0.337776662874967,1,"Colombia","casado/a",0,"libre inversion",1,"ron con pasas",7,3689920.6064494,0
1072,12973475.8243198,1,37.1516713804012,1,9,0.227330142818391,0,"Colombia","soltero/a",1,"libre inversion",0,"ron con pasas",1,4133207.5625685,0
1272,11912704.3657936,0,35.0977328795248,0,3,0.182175822369754,1,"Colombia","soltero/a",0,"libre inversion",0,"fresa",3,4622846.35302306,0
731,68842657.9993218,1,18.205836321087,0,4,0.0604157343506813,1,"Colombia","casado/a",0,"libre inversion",0,"ron con pasas",7,1735384.80597898,0
886,81398795.2898489,1,31.3762228471767,1,5,0.0784614031668752,1,"Colombia","union libre",0,"libre inversion",1,"No le gusta el helado",3,3652726.64131222,0
747,36776924.9400124,0,40.2045717609363,0,11,0.390060871420428,0,"Colombia","casado/a",0,"tarjeta credito",0,"ron con pasas",8,4570454.99955984,0
307,17166363.9958017,0,45.4619199251035,0,5,0.196432405197993,1,"Colombia","soltero/a",0,"otro",0,"otro",8,2974088.18999113,0
470,34273761.0165495,0,24.1981336317477,0,4,0.192921142699197,0,"Colombia","union libre",1,"otro",0,"chocolate",3,3936234.65077483,0
763,46003193.1483652,0,29.4702768602194,0,8,0.0104096995666623,0,"Colombia","union libre",0,"tarjeta credito",0,"No le gusta el helado",7,4217486.91667978,0
616,82293088.6965478,0,18,0,8,0.275973965227604,1,"Colombia","union libre",1,"credito vehiculo",0,"No le gusta el helado",5,2047052.83946974,0
1274,7729085.63143574,1,43.470663053407,1,6,0.139965962944552,1,"Colombia","soltero/a",1,"otro",0,"fresa",12,4537027.2470403,1
793,10678326.1788078,1,35.0434649914765,0,2,0.58609923273325,0,"Colombia","soltero/a",0,"otro",1,"otro",2,2196266.98148836,0
551,68105209.5230436,1,41.7237104926207,0,4,0.241542038228363,1,"Colombia","soltero/a",0,"credito vehiculo",0,"fresa",2,3253002.83885213,0
505,28039750.9141825,1,30.2128719372753,0,9,0.327776676462963,1,"Colombia","union libre",0,"libre inversion",0,"chocolate",11,2222269.85379062,0
1101,65391440.3900737,1,36.8175227229406,0,12,0.161840795958415,0,"Colombia","soltero/a",0,"tarjeta credito",0,"chocolate",12,3102118.97639867,0
1002,21600605.5749021,1,43.3052026448689,1,2,0.170562790101394,0,"Colombia","soltero/a",0,"credito vehiculo",0,"fresa",7,4779542.0944662,0
373,35957185.0479115,0,33.0096306275955,0,6,0.324836777430028,1,"Colombia","casado/a",0,"otro",0,"otro",9,4589666.57714125,0
255,46152054.2638376,1,42.2136147086155,0,3,0.311180416541174,0,"Colombia","union libre",0,"tarjeta credito",0,"chocolate",12,2410880.7856938,0
1063,84646592.7102137,1,40.5587525698054,1,3,0.127012702077627,1,"Colombia","soltero/a",0,"libre inversion",0,"No le gusta el helado",6,4292761.32744497,0
906,6056677.70092841,1,21.480154776672,0,7,0.21388383382,1,"Colombia","union libre",0,"credito vehiculo",1,"fresa",1,1150890.84331928,0
378,28054624.2757235,1,37.6300966297682,1,3,0.544319576863199,1,"Colombia","casado/a",0,"libre inversion",0,"ron con pasas",7,3201836.27335123,0
253,22366332.3245477,0,18,0,6,0.480278492392972,1,"Colombia","union libre",0,"credito vehiculo",0,"fresa",11,2300778.72396169,0
308,35221626.0661371,0,32.633267587983,0,6,0.307458395697176,1,"Colombia","casado/a",0,"libre inversion",0,"ron con pasas",10,3557826.40242192,0
627,68881816.990301,1,30.3043130456649,1,7,0.284467379143462,0,"Colombia","union libre",0,"libre inversion",0,"ron con pasas",12,4697563.80213626,0
378,77940047.5841481,0,42.4463576187173,0,10,0.12304773288779,0,"Colombia","casado/a",0,"libre inversion",0,"chocolate",12,4747618.07438596,0
529,61408809.2612335,0,37.4946114027527,0,2,0.327494723629206,1,"Colombia","union libre",0,"credito vehiculo",1,"No le gusta el helado",4,3410175.06181003,0
405,61199557.0543455,1,29.9236126015889,0,10,0.115823414828628,1,"Colombia","casado/a",0,"credito vehiculo",1,"ron con pasas",11,2791484.29004578,0
481,15606179.4796726,1,33.6637693718858,0,1,0.386336281523108,0,"Colombia","union libre",0,"tarjeta credito",0,"otro",9,2582487.27417799,0
392,72435487.9533872,0,36.5655730123661,0,1,0.0631074065342545,0,"Colombia","casado/a",0,"otro",0,"fresa",4,3815872.94058229,0
738,64338614.7412704,0,26.3892278784603,0,7,0.547175954701379,1,"Colombia","union libre",0,"credito vehiculo",0,"chocolate",12,3573814.7078442,0
1082,83647445.2309543,0,29.2213310597115,0,11,0.0880881302990019,1,"Colombia","union libre",0,"otro",0,"No le gusta el helado",7,3824038.75561568,0
213,1567769.29779444,0,24.4371042767521,0,10,0.267817780841142,0,"Colombia","soltero/a",0,"otro",0,"otro",6,2473005.20353224,1
797,54033150.3195455,0,21.952340739926,0,7,0.477448062831536,0,"Colombia","casado/a",1,"otro",1,"fresa",11,2769560.38262991,0
1210,33577040.1595859,1,30.5414098885615,1,9,0.505040280288085,1,"Colombia","union libre",0,"credito vehiculo",0,"fresa",7,4193900.26659703,0
616,67009273.5430459,1,34.8425172236055,0,3,0.119656107667834,0,"Colombia","casado/a",0,"tarjeta credito",1,"otro",12,2254529.40968718,0
236,68801986.4958012,1,21.6707490451488,1,2,0.144677545269951,1,"Colombia","union libre",0,"libre inversion",0,"chocolate",3,3172455.36859102,0
342,24130415.6630533,0,38.9767392306608,0,1,0.00907775745727122,1,"Colombia","soltero/a",0,"otro",0,"otro",3,5202170.82608875,0
556,23614787.0287998,1,29.3234546561577,0,10,0.545712371170521,0,"Colombia","soltero/a",0,"credito vehiculo",0,"fresa",1,2510311.78276842,0
361,61384716.1680926,1,37.6442000564939,0,1,0.468323423713446,0,"Colombia","soltero/a",0,"libre inversion",0,"otro",10,2617664.64838211,0
335,44156327.0229846,0,36.2116835354326,0,10,0.137271371902898,0,"Colombia","soltero/a",0,"libre inversion",0,"fresa",10,3654385.97805044,0
439,34631881.641224,0,31.8207048737881,0,8,0.435184379154816,0,"Colombia","soltero/a",0,"tarjeta credito",1,"No le gusta el helado",10,4052411.30131319,0
445,5849325.25742333,1,18.468125803696,0,9,0.106748979538679,1,"Colombia","soltero/a",0,"tarjeta credito",0,"fresa",2,1594890.83113173,1
334,81003207.5498253,0,21.4197088304017,0,12,0.530634299525991,1,"Colombia","casado/a",0,"otro",0,"chocolate",1,3495464.85955378,0
1328,72333547.2551873,1,18,1,3,0.574129829043522,0,"Colombia","casado/a",0,"credito vehiculo",0,"chocolate",3,3520798.84974392,0
563,43758262.7612399,1,46.5774016210982,1,8,0.213823076477274,1,"Colombia","union libre",1,"otro",0,"otro",1,4322430.78338522,0
773,3762672.44420014,1,31.9343389715094,0,12,0.516739046713337,0,"Colombia","casado/a",0,"tarjeta credito",0,"fresa",8,2143279.10155297,1
977,46519806.9726583,1,51.4593771423447,1,2,0.455256075086072,1,"Colombia","casado/a",0,"otro",0,"otro",11,5280147.7147548,0
296,34143323.3489748,1,22.6249877209826,1,5,0.0987494840752333,0,"Colombia","soltero/a",0,"libre inversion",0,"ron con pasas",11,4232365.79164349,0
319,45322737.1171815,1,47.5961985205269,1,8,0.318018426373601,1,"Colombia","soltero/a",1,"libre inversion",0,"otro",6,3787752.83852755,0
239,36474577.149516,0,44.1470169064071,1,4,0.371429532207549,0,"Colombia","union libre",0,"credito vehiculo",0,"fresa",2,6169876.04824695,0
1267,2766372.76369147,1,28.5613485883892,1,3,0.00709717143326998,0,"Colombia","union libre",0,"credito vehiculo",0,"ron con pasas",1,4441761.52038501,0
968,47614152.4381237,1,41.0697271276756,1,11,0.19655465260148,0,"Colombia","casado/a",0,"tarjeta credito",0,"otro",2,4481432.10151895,0
291,15191537.5128854,1,39.9417693484796,0,11,0.512531955912709,0,"Colombia","union libre",0,"credito vehiculo",0,"ron con pasas",3,3017284.32612228,0
756,19175678.3536635,0,33.7528468293787,0,1,0.133437194349244,1,"Colombia","soltero/a",0,"tarjeta credito",0,"ron con pasas",12,3909277.25239634,0
720,87792700.366443,1,47.8093451083359,0,6,0.110863606352359,0,"Colombia","casado/a",0,"tarjeta credito",0,"chocolate",8,2527128.05980226,0
619,87002219.3738027,0,32.623972532416,0,12,0.537048718705773,0,"Colombia","soltero/a",0,"libre inversion",0,"ron con pasas",7,3245581.76388525,0
1340,68622265.7182021,1,52.235779233039,0,12,0.595066069811582,0,"Colombia","union libre",0,"tarjeta credito",0,"chocolate",9,3347682.23922264,0
386,7704614.41534571,0,24.8362083354514,1,1,0.394498564023525,0,"Colombia","soltero/a",0,"libre inversion",0,"chocolate",7,5363306.65736365,0
1132,46859907.3533434,0,46.1547020792272,0,6,0.53804476945661,1,"Colombia","soltero/a",0,"libre inversion",0,"No le gusta el helado",11,4531921.05264775,0
260,54387192.8300243,1,30.5459361414455,0,3,0.461553257144988,1,"Colombia","union libre",0,"libre inversion",0,"ron con pasas",5,2542994.31757126,0
649,39838846.4996126,0,38.0111208277011,0,11,0.540945717925206,1,"Colombia","soltero/a",0,"tarjeta credito",0,"otro",4,4584354.0080222,0
345,1046325.46990179,0,34.3907668546988,0,12,0.115945626609027,1,"Colombia","union libre",0,"credito vehiculo",0,"otro",8,4193502.95904238,1
406,39707640.2634848,1,33.8682733965773,0,1,0.585972592514008,1,"Colombia","soltero/a",1,"otro",0,"otro",8,2445912.98369227,0
1164,45535871.8109317,0,34.2513422328609,1,6,0.538844437105581,1,"Colombia","soltero/a",0,"credito vehiculo",0,"fresa",10,5877667.88931837,0
1022,60561779.3146055,1,42.8012059161404,0,2,0.349713982734829,1,"Colombia","union libre",0,"otro",0,"otro",7,3018176.26378257,0
493,62811768.2138225,1,35.2672337471429,1,12,0.530012221634388,0,"Colombia","soltero/a",0,"libre inversion",0,"fresa",1,3633672.16388511,0
759,70621669.0103291,0,46.5509099480868,0,9,0.196961711905897,0,"Colombia","casado/a",0,"credito vehiculo",0,"fresa",7,4894868.44317649,0
277,13286935.5377974,1,35.9647061833432,0,10,0.525976728787646,1,"Colombia","casado/a",0,"tarjeta credito",0,"fresa",4,2982280.17692854,1
594,15445189.842931,1,36.4816056438907,1,7,0.0291663387324661,1,"Colombia","soltero/a",0,"tarjeta credito",0,"otro",6,4049936.18860534,0
1314,68575273.2943045,1,34.5454165601787,0,10,0.0539576495066285,0,"Colombia","soltero/a",1,"libre inversion",0,"otro",2,2847896.93150534,0
911,40433992.3134539,1,31.3895567106332,1,2,0.431896714819595,0,"Colombia","soltero/a",1,"credito vehiculo",0,"fresa",2,4243493.36087125,0
958,57003492.7911591,0,36.7672481928493,0,11,0.178827581740916,0,"Colombia","soltero/a",0,"credito vehiculo",0,"fresa",12,3404716.72602584,0
546,10212095.8527317,1,43.4398448012075,1,1,0.143086683237925,1,"Colombia","soltero/a",0,"tarjeta credito",0,"fresa",1,3820165.87734917,0
655,75347406.747099,1,41.9177920518362,1,11,0.328247766522691,1,"Colombia","casado/a",0,"libre inversion",1,"ron con pasas",11,4138926.00962904,0
1345,30654888.1477676,1,43.4660474625848,0,1,0.548700103769079,0,"Colombia","union libre",1,"credito vehiculo",0,"chocolate",1,2927786.24513155,0
1180,18677159.7050596,1,49.7283263028173,0,2,0.107824395177886,0,"Colombia","union libre",0,"credito vehiculo",0,"fresa",10,3146455.42221945,0
1296,62784001.9529918,0,38.0348572926696,0,12,0.314640245167539,1,"Colombia","union libre",0,"otro",0,"ron con pasas",5,4111858.04692344,0
1130,15679797.7586975,0,36.3236738439483,0,3,0.288102751364931,1,"Colombia","union libre",0,"otro",1,"otro",9,4115452.40347828,0
1095,7490183.83054063,0,48.1987035782309,0,2,0.240118747344241,0,"Colombia","casado/a",1,"credito vehiculo",0,"otro",5,4722883.23708596,0
493,4306844.39262841,1,34.455408248313,0,8,0.552129648160189,0,"Colombia","casado/a",0,"credito vehiculo",0,"chocolate",4,3153886.96518477,0
1072,76280401.2979846,1,26.4301405556087,0,6,0.50605628862977,1,"Colombia","soltero/a",1,"tarjeta credito",0,"fresa",4,2304215.07842902,0
1334,34183144.3818519,0,27.4103880489151,0,7,0.200859348708764,0,"Colombia","union libre",0,"credito vehiculo",1,"chocolate",3,3077159.61558213,0
524,79371323.1265079,0,29.4366257196288,0,6,0.15369613263756,1,"Colombia","union libre",1,"libre inversion",0,"ron con pasas",7,4243521.75769688,0
647,8947313.52694798,1,22.8128459575698,0,2,0.084878931613639,1,"Colombia","soltero/a",0,"otro",0,"ron con pasas",2,2129834.79195207,0
1130,45085350.3389983,0,47.0545670021853,0,9,0.597469412069768,0,"Colombia","union libre",0,"credito vehiculo",0,"chocolate",5,3947010.4925832,0
270,68110155.782802,0,29.9519718450067,0,12,0.384270693641156,0,"Colombia","soltero/a",1,"tarjeta credito",0,"otro",7,4570245.7561956,0
606,54884871.4428255,1,44.5112602833586,0,7,0.228033786267042,0,"Colombia","soltero/a",1,"tarjeta credito",0,"No le gusta el helado",12,3348428.90176154,0
698,47981580.1732242,1,55.2646932879746,0,2,0.256636742083356,1,"Colombia","soltero/a",0,"otro",0,"chocolate",6,3263252.74170025,0
363,81999415.4327782,0,31.5720647996843,0,11,0.323537796875462,0,"Colombia","casado/a",0,"otro",0,"No le gusta el helado",5,3552637.76248391,0
861,88728445.338062,0,38.1459227467718,0,8,0.299075484042987,0,"Colombia","soltero/a",1,"tarjeta credito",0,"ron con pasas",12,4764009.28930364,0
1315,25825062.2723484,1,30.1100093832575,0,5,0.147207565465942,0,"Colombia","casado/a",0,"credito vehiculo",1,"ron con pasas",5,2073571.25497619,0
1338,11903109.9964399,0,59.8134448607706,0,7,0.525740132667124,0,"Colombia","soltero/a",1,"credito vehiculo",0,"fresa",9,3395027.57377325,0
386,16437172.8185797,1,25.829224289064,0,3,0.374007632536814,1,"Colombia","soltero/a",0,"libre inversion",1,"chocolate",1,2813631.57205112,0
814,79426971.1989909,1,45.0171762988841,0,2,0.326207317225635,1,"Colombia","soltero/a",0,"credito vehiculo",0,"fresa",7,3206681.00571284,0
630,12004379.0477095,0,42.3916235720218,0,12,0.492755533056334,0,"Colombia","union libre",0,"credito vehiculo",0,"fresa",12,4030959.95560438,1
971,27538129.4044666,1,42.9149136332873,0,9,0.321866356255487,1,"Colombia","soltero/a",0,"credito vehiculo",0,"chocolate",10,1465884.50304711,0
495,15577856.4173961,1,43.7097904345917,0,7,0.0391489420551807,0,"Colombia","soltero/a",0,"credito vehiculo",0,"fresa",1,3583749.07683795,0
729,7369510.41484717,0,40.2102879768922,0,4,0.391483335429803,0,"Colombia","union libre",0,"credito vehiculo",0,"fresa",12,4151608.30381996,0
381,22142685.8045161,0,40.1696156925657,0,8,0.296480895532295,0,"Colombia","soltero/a",0,"tarjeta credito",0,"ron con pasas",3,3992690.19352511,0
612,64754994.5343286,0,27.4104204629623,0,4,0.0886301432736218,1,"Colombia","union libre",0,"libre inversion",0,"ron con pasas",1,3098065.64295775,0
1029,58371370.3690795,0,38.8423026536951,0,4,0.436576171405613,0,"Colombia","casado/a",0,"libre inversion",0,"otro",6,3345053.27165962,0
749,7660459.52131972,1,31.8149453903152,1,7,0.391036205738783,0,"Colombia","union libre",0,"tarjeta credito",0,"No le gusta el helado",1,3203633.15423625,0
255,16288364.9560623,1,59.1415737328223,0,9,0.0927630360703915,1,"Colombia","soltero/a",0,"libre inversion",0,"ron con pasas",10,3418665.81784848,1
1098,13879228.8852157,1,41.2253443524978,1,7,0.392651835316792,1,"Colombia","soltero/a",0,"libre inversion",0,"ron con pasas",7,4081977.92178878,1
669,35818395.5246117,0,42.1444108900913,1,10,0.520627062767744,0,"Colombia","union libre",0,"credito vehiculo",1,"ron con pasas",1,6541516.89950375,0
1328,21548488.3579658,0,18,0,9,0.473825507797301,1,"Colombia","casado/a",0,"libre inversion",0,"ron con pasas",5,2708564.91368134,0
511,50918942.2206022,0,23.7165578523872,0,3,0.238421238865703,1,"Colombia","soltero/a",0,"libre inversion",0,"ron con pasas",3,2462428.53383798,0
1172,52891648.6260016,0,26.6983840657663,1,3,0.0489741462282836,1,"Colombia","union libre",0,"otro",0,"otro",7,4522407.59929677,0
276,9699457.038939,0,30.0098550877486,0,12,0.510005944501609,1,"Colombia","soltero/a",0,"tarjeta credito",0,"otro",11,4016178.24898995,1
1217,15059463.8365321,1,30.1718910701545,0,11,0.584230613708496,1,"Colombia","union libre",0,"otro",0,"chocolate",9,3028205.30638084,1
732,83056027.4973744,1,40.4709481321728,0,10,0.412988883443177,1,"Colombia","casado/a",1,"otro",0,"ron con pasas",10,3141139.09141467,0
308,77476969.9699245,0,32.9828895857724,1,9,0.0260793440043926,0,"Colombia","casado/a",0,"libre inversion",0,"fresa",4,5089534.3466989,0
570,81731408.9315711,1,32.4620867814931,1,10,0.0554646246135235,1,"Colombia","union libre",0,"credito vehiculo",1,"ron con pasas",2,4293818.03754565,0
1160,11170464.0156124,0,45.1112817534528,0,9,0.315957799600437,1,"Colombia","soltero/a",0,"otro",0,"fresa",2,4371864.03602249,1
504,4066545.75448483,1,18,0,6,0.519843052793294,1,"Colombia","union libre",0,"libre inversion",0,"ron con pasas",12,2550455.37656903,1
867,53090715.9303781,1,34.3771029660386,0,12,0.12422738224268,0,"Colombia","soltero/a",0,"otro",0,"No le gusta el helado",11,2585729.24756253,0
1159,28892392.3987197,0,42.3389243888267,1,3,0.215854030195624,0,"Colombia","union libre",0,"otro",0,"ron con pasas",5,6201596.33544894,0
263,50518834.3274407,1,44.1350134223324,0,5,0.375354248145595,1,"Colombia","casado/a",0,"libre inversion",0,"fresa",11,2508831.22071317,0
1002,32485541.5178463,0,33.250252643164,0,12,0.574554943386465,1,"Colombia","soltero/a",0,"credito vehiculo",0,"otro",11,3736339.85147397,1
998,13665206.5661503,0,31.3142824241064,0,2,0.506352674541995,0,"Colombia","union libre",0,"libre inversion",0,"ron con pasas",2,2848090.19116779,0
